gid,formula,n_sites,K_VRH,G_VRH,gamma,kappa_agl,density_g_cm3,volume_m3
ag-6f4b0bfcbf83,Tb1Tl3,4,46.2722,13.482,2.39737,0.665623,11.8278,1.083938784034192e-28
ag-ac4a44c8fcea,Cl8Cu8,16,48.8718,15.4764,2.39754,0.440031,4.56423,2.8813921656767233e-28
ag-5414561a8705,Br6K2Pt1,9,12.1333,6.06005,2.39756,0.796806,4.27031,2.9269429945590043e-28
ag-e21d8a49f3e3,Ru6Sn14,20,104.044,36.8304,2.39765,1.06825,8.65034,4.354395777637382e-28
ag-cef2bb57f72a,Ru4Se8,12,128.402,88.8335,2.39766,5.15647,7.87992,2.183083142258977e-28
ag-d9abe2a670e4,Cl6Cs2Pt1,9,9.59444,5.01663,2.39823,0.93101,3.76946,2.9674291344801846e-28
ag-05c3474a8625,O8Pt6,14,210.867,57.2648,2.39896,1.8683,11.9767,1.80033619406752e-28
ag-14fc9659417d,Br2Cu2,4,23.5711,9.51071,2.39897,1.07008,4.8607,9.801235587621947e-29
ag-f33b96ab0edd,Ir2Sn2,4,151.753,56.0222,2.39903,4.63619,12.9379,7.981301917014943e-29
ag-af102a5a65dc,Br6K2Sn1,9,10.0278,4.20815,2.39907,0.457705,3.44709,3.2580332490216905e-28
ag-b69587306913,In1Mn1Pd2,4,118.978,32.3854,2.39909,2.11036,9.48967,6.694813196340353e-29
ag-91811bd5d92e,Pt6Si3,9,229.839,35.313,2.39936,1.10811,15.9165,1.3090684694980359e-28
ag-a7e8c094f00c,Rh8Sn26Th6,40,87.335,38.8649,2.39939,0.74901,8.9687,9.816434725490578e-28
ag-2f9b364badeb,O8Pd6Tl2,16,136.283,37.8654,2.39948,1.12873,8.39729,2.3240847263390546e-28
ag-1461b11ac6a4,In1Ni1,2,120.361,44.3364,2.39954,5.21338,9.46882,3.04285495130818e-29
ag-e1ae2873e21d,Dy1Tl3,4,48.3,11.3556,2.39981,0.48435,11.9379,1.078914181685542e-28
ag-b67f23a0ec98,Pd4Sb8,12,83.9506,22.4467,2.40083,0.782125,8.2541,2.816001943111928e-28
ag-e3faf75fedf8,Pt3Y1,4,171.456,64.3625,2.40099,4.61989,16.2188,6.902270494611577e-29
ag-f37283da7ac0,N2Rh2,4,265.886,117.744,2.40102,12.7834,9.40693,4.1275373679224263e-29
ag-e8e864e37f6e,Ru2Te4,6,102.315,65.9766,2.40144,5.55201,8.39273,1.4097921731250309e-28
ag-b8403806e5d2,Ag12Na4S8,24,29.8167,10.4381,2.40148,0.362498,5.49082,4.968466355073267e-28
ag-d21eda9fc978,H1Pd1,2,179.144,38.0427,2.40152,3.1288,10.355,1.7227261343733542e-29
ag-8f29575b1757,Ni6Sb2,8,162.315,44.9272,2.40158,2.12233,9.85366,1.0038407814029655e-28
ag-1445c756c0de,Pt2U2,4,100.312,31.049,2.40172,1.77279,14.7976,9.720507478291207e-29
ag-3d4b6ad5b61b,Be2Zn26,28,61.0111,28.3996,2.40176,0.531538,6.47611,4.40681111896006e-28
ag-131e8de7e237,Ba1Pt1Sn3,5,57.9135,23.2866,2.40179,1.52975,8.0227,1.4251426944243588e-28
ag-810fafde07d8,Au2Sc1,3,112.559,44.4166,2.40204,3.6584,12.8511,5.671050831663909e-29
ag-4d76834a1fbc,Cl1Tl1,2,22.2778,7.90068,2.40213,0.592328,6.72918,5.918366661893389e-29
ag-542b9d66509c,B8Fe2,10,227.572,177.17,2.4024,13.9531,4.465,7.370264527226312e-29
ag-2fcfc5d692c5,O8Pd6Tl2,16,136.344,38.5964,2.40246,1.14946,8.39779,2.32394635155674e-28
ag-c882f6f3d963,Ni2O12Sb4,18,174.243,94.3554,2.40259,4.63346,6.3481,2.0832782394825937e-28
ag-d4fcfa0bda62,Au2Th1,3,104.339,36.9856,2.4028,3.02712,14.4681,7.184423862465725e-29
ag-38f66e468b9b,Hg1S1,2,66.7222,13.9857,2.40281,1.15315,8.90169,4.3399929287564827e-29
ag-67bca844220b,Ag5O6Pb2,13,73.7187,14.9811,2.40299,0.452188,8.32514,2.093814593353518e-28
ag-f6d1939f8839,Au2Ge2Th1,5,99.9986,15.8982,2.40328,0.682441,12.0183,1.065618884901402e-28
ag-a36e45960659,Th6Tl10,16,68.1306,24.6213,2.40335,0.639532,11.9663,4.768152330724389e-28
ag-657e6ad97507,Hf1Os3,4,266.844,109.072,2.40356,9.16338,19.8548,6.265702288189194e-29
ag-84d743b78ac9,Cl4Pd1Tl2,7,14.2664,6.90377,2.4036,0.661356,4.85316,2.2479618269364843e-28
ag-94d678051a2a,Au2Si2Yb1,5,88.9776,37.3043,2.40368,2.33444,10.7929,9.58736933791457e-29
ag-103754afd63d,Ba1O3Pb1,5,99.5833,61.0742,2.40375,5.00562,7.87532,8.276532626293004e-29
ag-f6b457d72c59,Au4O4Rb4,12,25.509,11.1172,2.405,0.672033,6.51611,3.042066092912366e-28
ag-b365e88621c0,Ge1Mn1Rh2,4,171.356,49.3389,2.4052,3.91436,9.67139,5.724156854381482e-29
ag-28e41ffe3fad,Cl1K1,2,16.6639,9.2997,2.40522,1.2452,1.90898,6.484894871387683e-29
ag-737af44395bd,Ag2In1La1,4,62.6944,17.1599,2.40582,0.956782,8.15775,9.556022853555912e-29
ag-41ef6e8eea60,F6Pd1Rb2,9,14.1889,8.09145,2.4061,1.8634,3.80998,1.7056398024136444e-28
ag-2b79959ceebc,Au7I1P10,18,75.8185,34.8704,2.40615,1.10904,7.81586,3.8569729076998883e-28
ag-6946ea7592a1,O12Sb4Zn2,18,166.254,91.0664,2.40618,4.52183,6.46102,2.0813879101399824e-28
ag-537adb698bfd,Cl6Cs2Sn1,9,7.72778,3.63501,2.40643,0.632969,3.14172,3.156673834247671e-28
ag-281507392358,Ca1Tl3,4,38.1778,12.1796,2.40676,0.4396,9.32139,1.1636788583495361e-28
ag-2174b1eb1799,Ag2Ba1Sn2,5,43.3386,21.6225,2.4069,1.33135,6.88868,1.4233797387580703e-28
ag-27af00fe4ecb,Ge3Pu1,4,117.75,64.6542,2.40711,3.54769,10.7752,7.118533351064222e-29
ag-cc780562173b,As1Tl1,2,39.5389,18.7576,2.40713,2.06005,7.26069,6.387777166396118e-29
ag-338c6b1364ab,F2Xe1,3,6.90328,4.47715,2.40721,2.74264,3.81697,7.364803420104185e-29
ag-cd7a7ed413f1,Ag2Sn2Sr1,5,44.6979,18.1047,2.40721,1.08503,6.65117,1.3501088357316207e-28
ag-09fcff2bd6ce,Os4Te8,12,124.868,86.7303,2.40748,4.58186,10.887,2.7175674343185007e-28
ag-8d68093ba251,O4Sn2,6,164.63,71.8656,2.40753,6.18729,6.32339,7.915306507440031e-29
ag-dcf9e6bc36e2,Ag2Dy1In1,4,73.9667,20.1257,2.40831,1.07687,9.5979,8.530366988185155e-29
ag-fed26df5c1b6,Au2Si2Th1,5,121.567,34.9619,2.4088,2.0651,11.4943,9.854656384080738e-29
ag-5467a769dad8,Cl6Pd1Rb2,9,10.1778,6.88869,2.40885,1.35331,3.10992,2.6167437050126757e-28
ag-65bc28c90e11,Ag2Ca1Ge2,5,57.0356,25.6591,2.40893,1.74161,6.27451,1.0614899340259033e-28
ag-660d210acd54,Ni1Pt1,2,176.056,90.644,2.40895,11.3909,15.3263,2.7495696085824686e-29
ag-902fd316c3b0,O8Sn4,12,180.358,88.6286,2.40911,4.7526,6.90904,1.448871913205922e-28
ag-467bde830ed1,F3Hg1Rb1,5,50.2056,14.8246,2.40916,0.775665,5.74777,9.910851066683337e-29
ag-0b3a0c3057da,Au4Sb8,12,68.6401,19.3861,2.40952,0.608544,9.40298,3.1115461529731914e-28
ag-3cfd4805f772,Cs1I1,2,10.0944,5.61116,2.40993,0.500102,4.25795,1.0132212102191076e-28
ag-2fa8b5d8106d,Au2Si2Sr1,5,83.4961,41.0859,2.4103,2.85255,8.85189,1.0087246206209179e-28
ag-a8a0bade8fc7,Cd1Er1Ni4,6,120.35,54.8518,2.41087,3.1229,10.0749,8.479029026217072e-29
ag-c01b5c54b086,Br2Tl2,4,14.9713,5.83428,2.41089,0.3249,6.64308,1.4212388464032772e-28
ag-160dff9783f1,H1Rh1,2,215.047,85.6585,2.41126,10.0807,10.4605,1.6495609833640372e-29
ag-822ff35409e2,Au2Ba1,3,44.4335,17.8049,2.41136,1.27186,10.2074,8.642535941339686e-29
ag-666cb37971d3,Pd3Ti1,4,177.656,70.8218,2.41145,6.2836,10.028,6.079265316151358e-29
ag-1e563cc43bac,Fe1O3Sr1,5,128.594,80.3487,2.41268,8.0483,5.32906,5.966007577626243e-29
ag-bb2e3ff52beb,Li1Pt1,2,112.661,50.1211,2.4127,5.66839,12.1941,2.751087861587694e-29
ag-c898f66a971c,Ge4Rh4,8,107.391,51.2492,2.41309,5.32288,9.80159,1.1896035672409492e-28
ag-348b8fa1616f,Ba1In4,5,34.8494,19.7444,2.41329,1.22572,6.41592,1.5440902420767298e-28
ag-7599b2827de1,Au2Rb2Te2,6,26.4855,14.1677,2.41433,0.835683,6.5263,2.086566931870064e-28
ag-b277444b9989,La1Pt3,4,141.972,40.9309,2.41468,2.5548,15.7559,7.632009401590626e-29
ag-5fc8bd1d5434,Co6S8,14,94.1722,46.943,2.41504,2.30412,4.49826,2.252263579843243e-28
ag-5621cbf1824f,Au7I1P10,18,72.9895,33.8229,2.41506,1.09036,7.7497,3.889900289091868e-28
ag-2d7433213b59,Ga1Ni3,4,162.072,40.5033,2.41512,2.53251,9.05618,4.5070417802571623e-29
ag-035c219449ed,Sb1Tl1,2,30.7389,14.2729,2.41525,1.47991,6.97712,7.762138116584548e-29
ag-849eddc35ec2,Cd1Ho1Ni4,6,116.894,49.6131,2.4157,2.8081,9.92713,8.566290874086808e-29
ag-3d9487f5c65e,O24Tl16,40,107.116,31.6511,2.41622,0.477221,9.72256,6.24095542447862e-28
ag-4ca026eef898,Br6Rb2Sn1,9,8.73889,3.96827,2.4166,0.456861,3.75296,3.4028343380543237e-28
ag-6cacc67ee047,Mn1Rh2Sn1,4,154.289,61.6182,2.41681,5.34893,9.81637,6.41893661707156e-29
ag-afa6e5dc6e33,Ag2Ho1In1,4,74.4111,19.0459,2.41734,0.995523,9.72612,8.45940348734503e-29
ag-0eb94dfdbfc2,Mg1Ni2Sb1,4,115.278,46.1602,2.41736,3.62403,7.59534,5.759742237557369e-29
ag-e4ba4b074fab,Cu4Mg1Sn1,6,90.2944,52.3367,2.41789,3.40429,7.30889,9.024139872326075e-29
ag-2f89cc07a987,O4Sn2,6,158.616,76.1392,2.41829,7.04549,6.29945,7.94538729826909e-29
ag-4526d8f300ea,Au2Er1,3,101.818,39.1171,2.41845,2.8501,15.1572,6.148110924298541e-29
ag-beb90a8e2539,Mn1Pt1Sn1,3,94.7833,28.2427,2.41855,2.30522,9.58514,6.387950158576808e-29
ag-9ee5b4685cff,Ag2Au2F8,12,37.0529,12.2222,2.41919,0.848277,6.67071,1.895991298224508e-28
ag-4d21a920ca38,La1Mg1Ni4,6,98.6056,33.1093,2.41946,1.71284,7.24066,9.127180341563739e-29
ag-c6d52ea37eb9,Br1Tl1,2,20.7944,7.94768,2.41949,0.545293,7.17591,6.57854080929435e-29
ag-bdab7ec2c162,Au1Li1Sb1,3,51.2167,3.7784,2.42003,0.131085,8.07262,6.698986463492039e-29
ag-5e2e8af283dd,B4Pd10,14,174.06,48.983,2.42005,1.80894,10.4136,1.7659157506258836e-28
ag-bbf5e11c2ab0,Cl6Sn1Tl2,9,12.8,5.31827,2.42007,0.551358,4.53334,2.7112946529189524e-28
ag-01a40028ad88,As1Rh2,3,195.45,74.0754,2.42106,8.29395,10.0209,4.651951916177101e-29
ag-f1db056900fc,Br6Cs2Pt1,9,8.98333,4.80364,2.42115,0.711059,4.6945,3.3260970813129985e-28
ag-6f7e43222d14,Hg4O4,8,23.6385,10.5376,2.42119,1.63273,9.85067,1.4604292301394893e-28
ag-2d16c5dbb444,Ge4Pt4Se4,12,119.016,64.4567,2.4218,2.96155,10.1462,2.269548503933115e-28
ag-22494371b35a,Ag2Er1In1,4,74.9111,18.0475,2.42187,0.905129,9.84299,8.398246859714096e-29
ag-b005d9ddcb32,Os6Sn14,20,115.85,32.8389,2.42206,0.814501,10.5594,4.408415607118882e-28
ag-89e75f3b3cb4,Ir2Sb2,4,163.809,60.1646,2.42214,4.94213,13.3288,7.823226014552972e-29
ag-d53b439bbbba,O24Tl16,40,107.336,31.9501,2.42234,0.474624,9.72744,6.237824501803028e-28
ag-8e1432465df5,Ag2Br4Cs2,8,16.2151,6.44948,2.42238,0.270806,4.67459,2.8459457721131143e-28
ag-3241d37461a7,Pt8S8,16,137.459,49.1696,2.42258,1.70531,10.7647,2.803160615263767e-28
ag-a61105df9e09,Er1Pt3,4,178.778,68.508,2.42321,4.72332,18.4773,6.76275166580741e-29
ag-fac1a5f72a9f,Mn4O12Sr4,20,116.956,67.4492,2.42337,3.19101,5.14059,2.462177214732946e-28
ag-db7c48749ff6,Pt3Tb1,4,172.489,63.2502,2.42346,4.25845,17.8808,6.910963503612039e-29
ag-559b453b9ec4,Br8Cu8,16,35.3991,13.2385,2.42362,0.427473,5.65342,3.3707643034307725e-28
ag-7c4a6c85677f,Br1Cu1,2,41.5389,11.9439,2.42399,1.07312,5.0604,4.7072233243176425e-29
ag-6e69637536c4,In3Ni2,5,98.844,47.9147,2.42419,3.2379,8.65374,8.862118470739786e-29
ag-ec62f78f3a44,N2Tl2,4,89.3957,36.7279,2.42431,2.57656,9.90245,7.324351584805254e-29
ag-d90f15e6f618,Mn1Ni2Sb1,4,125.928,36.6965,2.42465,2.46844,8.5752,5.694786990595037e-29
ag-dfeec91885f9,Au1Li2Sn1,4,52.2056,19.542,2.4251,1.09616,7.61921,7.182435955398153e-29
ag-5d94f15ba424,Pt1Zn1,2,175.416,71.1983,2.42519,7.97467,15.5419,2.7831783956648403e-29
ag-7b2d94bf1018,Hf1Pd5,6,162.567,62.3641,2.42562,3.86585,12.5168,9.427029714745735e-29
ag-3bc62c3e4e41,Ge12Pr1Pt4,17,120.802,21.7107,2.42571,0.423097,9.0992,3.2719577152453685e-28
ag-ecc597354487,Au2In1Zr1,4,121.011,28.2433,2.42576,1.61793,12.7368,7.822075840381619e-29
ag-32735fd561d4,Mn3N1Pd1,5,84.1389,51.595,2.42578,4.13613,6.5428,7.239309621371655e-29
ag-a3dbb1055706,Au2F8K2,12,21.8831,9.99142,2.42627,1.15775,4.7372,2.187728194261526e-28
ag-9e643376d04e,Br1Rb1,2,12.5667,6.17845,2.42688,0.557021,3.20789,8.560341358773582e-29
ag-cb7b0b787fca,Ba2In8Ir2,12,52.693,31.2414,2.42706,1.56686,8.46776,3.0937574620894904e-28
ag-c4fa2d321029,Cu4Mn1Sn1,6,99.5167,50.936,2.42755,2.94325,8.01369,8.865227188297391e-29
ag-572886e08a46,Pb4Pt2,6,78.0668,17.6768,2.4278,0.60839,14.0331,1.4424068701393626e-28
ag-814c94a11ccd,In2Li1Rh1,4,93.1167,35.1491,2.4278,2.54831,8.2648,6.820781551604812e-29
ag-bfa3ece0a71a,As4Rh8,12,204.152,49.6106,2.42789,1.80675,10.7491,1.7347217890546783e-28
ag-4a08c90c16ea,Nb1Pd3,4,194.813,76.9974,2.42818,7.05245,10.9981,6.223060127923013e-29
ag-9d9b873ee531,Br1Cu1,2,50.8778,11.8334,2.42884,0.919985,6.03372,3.9478850378169686e-29
ag-ce4acf66f242,Cu1Rh2Sn1,4,169.25,58.7645,2.42894,4.86328,10.6504,6.050480864176577e-29
ag-1bb9b98f7143,Er3P6Pd20,29,151.7,36.001,2.42926,0.646428,10.3175,4.5322127565943415e-28
ag-3fb607526d81,Ge4Na3Pt4,11,83.05,22.8799,2.4294,0.801272,8.29788,2.2810535634768827e-28
ag-868b8b96c147,Au4Ca2,6,62.423,14.2243,2.42963,0.557281,10.4406,1.3805575349855824e-28
ag-c4a92728a41c,La1Pd5,6,123.902,44.2282,2.43002,2.55141,9.87832,1.127955762556077e-28
ag-757432e75fa1,As8Pt4,12,133.131,81.858,2.43026,4.02786,10.3725,2.208783189136472e-28
ag-dcaf4176e82f,N1Tl1,2,89.8278,35.8135,2.43159,3.91552,9.89895,3.6634706383482493e-29
ag-1fd52cbd338e,Ir2Sn8,10,67.3123,34.1683,2.43187,1.871,9.00224,2.460885753210304e-28
ag-d8bd8c3afee2,Al4Pt12,16,220.334,70.7868,2.43201,1.97832,17.1914,2.3654564694627755e-28
ag-5616981d0e11,Bi2Rh2,4,116.985,32.3034,2.43213,2.01868,12.1812,8.503246334871785e-29
ag-0e7002383fe4,Au4Ca4In4,12,53.8758,18.774,2.43227,0.569401,7.91765,2.951792725865569e-28
ag-d90d70c8e075,Ru4Te8,12,104.608,73.5517,2.43255,3.93138,8.70595,2.718142205078513e-28
ag-bdb0f3dca49e,Cd2La2Tl2,6,48.913,25.4621,2.43256,1.39371,8.71122,1.737316405108893e-28
ag-b1f071563673,Mn4O14Sb4,22,154.456,87.4866,2.43259,3.67755,5.67964,2.7213042186610765e-28
ag-b209f499d63b,In4Pt2Sr2,8,56.7491,27.2544,2.43294,1.4988,8.60794,1.9766880005712033e-28
ag-d747bd4ffc1c,Au2Tb1,3,95.6998,34.3779,2.43318,2.42162,14.4523,6.352228486991048e-29
ag-28fdd7e7a29c,Ho1Pt3,4,177.594,65.7832,2.4338,4.39442,18.3177,6.800564751211246e-29
ag-c025b7fc0d6f,Au2Sn1U1,4,79.0944,14.8565,2.43395,0.642032,13.283,9.384327801766396e-29
ag-619c7a441288,Au1Ni4Tb1,6,134.183,66.1536,2.4341,3.50802,11.5973,8.457340670613544e-29
ag-54fcdf965594,Nd1Pt3,4,145.289,46.9677,2.43437,3.23184,16.5076,7.33815506706184e-29
ag-61be49548ff7,Au2Ho1,3,97.2217,36.7489,2.43476,2.67566,14.8636,6.243538610458894e-29
ag-41eaa2ac5e0a,Br6Pd1Rb2,9,11.5111,6.05139,2.43481,0.659566,4.15714,3.0229005773342274e-28
ag-7131de623c28,I1Tl1,2,17.5556,7.15777,2.43505,0.488967,7.07326,7.777407933142505e-29
ag-184af23d0bb6,Cd1Dy1Ni4,6,117.383,49.1231,2.4354,2.66903,9.861,8.582813000145973e-29
ag-69bb977aee01,Ca1P2Rh2,5,136.864,75.0004,2.43541,7.72269,6.50806,7.854484657921846e-29
ag-3de78be8c94f,Cd1Ni4Sc1,6,126.344,61.6453,2.43579,3.95563,7.97632,8.163722616100232e-29
ag-f7933008a130,Sb6Tl21,27,26.0444,7.47834,2.43693,0.0896796,9.93492,8.394872791042584e-28
ag-bda48bfbdd63,Pt3V1,4,250.325,90.4818,2.4372,6.84777,17.8554,5.916552755284044e-29
ag-750354dbab6b,Ho1Tl3,4,49.15,11.3719,2.43723,0.456274,12.0284,1.0741516762484809e-28
ag-863b0fb7f9eb,Dy1Pt3,4,173.589,64.7403,2.43736,4.32304,18.1051,6.858130626885702e-29
ag-a7b88cfa9b53,Br6Cs2Sn1,9,7.84444,3.74084,2.43765,0.439707,4.00795,3.579421560024149e-28
ag-e680940d09ac,Ag2In1Sc1,4,78.8722,17.5095,2.43773,0.930198,7.83251,7.96104368825772e-29
ag-ce621a8d06b6,Au2Dy1,3,96.9161,36.2354,2.43799,2.62348,14.6844,6.292248669335002e-29
ag-9b752e7c90f5,Sr2Tl4,6,28.2712,15.8846,2.43846,0.697961,8.43135,1.9552487832594958e-28
ag-a19b6a6ffb2f,Hg1Yb1,2,39.25,22.5345,2.43934,1.65136,11.2053,5.536908529479425e-29
ag-52f352ec130b,Er1In1Pt4,6,167.667,55.0363,2.4394,2.79145,16.2666,1.0845402796919492e-28
ag-9f4e0d882b8e,Au2Ti1,3,117.243,35.9034,2.43955,2.71885,13.5286,5.422781283933824e-29
ag-5bf4841f97a4,Ga1Rh1,2,184.65,54.5715,2.43964,6.54377,10.415,2.752341509923746e-29
ag-4fb25be5778c,In1Ni4Zr1,6,124.044,56.1422,2.43973,3.786,8.92398,8.202523145129402e-29
ag-1e6e92c6a9d8,Dy1In1Pt4,6,164.822,54.8304,2.44004,2.81977,16.0799,1.0922181020688914e-28
ag-68ff8759a44d,In8Pd2Sr2,12,50.4608,24.1743,2.4405,0.854459,7.16798,3.026933944231371e-28
ag-2dcd1a6fc533,Ho1In1Pt4,6,165.928,54.6615,2.44231,2.78102,16.1752,1.0882779979537164e-28
ag-01f0334da296,C1Sn1,2,119.661,85.6568,2.44261,14.5718,7.38886,2.9377580460761003e-29
ag-b9ad893db979,Ga2Pt2Ti2,6,149.243,58.8435,2.4436,3.71072,10.8058,9.609790892115132e-29
ag-85667eac3cb9,Ca1Pd5,6,111.317,45.9569,2.44367,2.70005,8.62687,1.1013541667476787e-28
ag-8e9b5d92e2fc,Au3In3Yb3,9,48.3469,21.7913,2.44369,0.788106,10.9037,2.2150374751836734e-28
ag-fea5bd3abdf3,C1Pd1,2,210.867,47.056,2.4441,5.43069,9.07326,2.167454741016841e-29
ag-ac232fbf2882,Os1V1,2,247.633,129.998,2.44452,20.3989,14.0874,2.842786443918124e-29
ag-cd74964c5635,Cl6Pb1Rb2,9,9.95556,3.91334,2.44455,0.413343,3.33047,2.9459370162206827e-28
ag-b2b15da5dd17,Li2Pt4,6,133.439,69.7754,2.44463,4.25117,13.008,1.0138607137122684e-28
ag-2853d0b5425a,Mn1Pt1,2,137.511,57.4557,2.44473,6.61807,13.108,3.167312887043967e-29
ag-d03b8a2bb448,Ag4Te4Tl4,12,35.5085,10.6828,2.44477,0.233306,8.38964,3.482345365248616e-28
ag-50b60c243688,Ca2In8Rh2,12,61.8432,34.1998,2.44479,1.52823,7.13314,2.804007171665539e-28
ag-ed0e3797e656,Pd3V1,4,194.603,56.2139,2.44483,4.07099,10.572,5.814737545061672e-29
ag-51c861f8d5f2,Ag4Se4Tl4,12,34.6652,11.5694,2.44509,0.324216,8.50547,3.0550785743912366e-28
ag-10f43ead62ec,In1Pt4Tb1,6,164.128,54.5845,2.44593,2.76246,15.9747,1.095695030248665e-28
ag-b3860f8b2cd9,I6Pt1Rb2,9,9.52222,4.37401,2.44652,0.453758,4.93536,3.7933784483975057e-28
ag-89615efc0a0d,Na4O12Sb4,20,112.872,73.8145,2.44706,3.77467,4.57789,2.796620565345665e-28
ag-996621a58deb,P4Ru8,12,240.212,92.6578,2.44767,4.80392,9.66408,1.6021991074705277e-28
ag-61ae06e7e303,Ag1I1,2,24.8667,5.18682,2.44784,0.337221,5.30503,7.348670795546675e-29
ag-b23122bb442e,Au4V2,6,100.098,32.0235,2.44822,1.38202,13.814,1.069540634339848e-28
ag-cbf3a14d299b,Ca2In4Pd2,8,54.6428,25.7957,2.44825,1.46322,6.71239,1.860991990264345e-28
ag-6cc8759f4910,Ag4F12K4,20,37.8971,14.4963,2.4486,0.540943,3.98331,3.4010547698404016e-28
ag-930e39422b5a,O2Pd4,6,124.528,9.53649,2.44995,0.287144,8.1206,9.358834659441521e-29
ag-48e5eceb94a2,C1In1Pt3,5,193.444,18.5802,2.45002,0.649876,15.6433,7.558749246782166e-29
ag-5d08e3c7833f,F4Pb1,5,32.3623,24.6623,2.4503,5.64531,5.88363,7.99258378698174e-29
ag-5d4d5c2f6e49,Mn4Pd8,12,120.679,40.3771,2.45048,1.42065,9.44684,1.8827709790798735e-28
ag-b3050d6b9111,Cd1Ni4Tb1,6,116.011,49.3868,2.45063,2.67373,9.73988,8.628600598467052e-29
ag-b70cd3a6f424,Au2Hf1In1,4,127.622,28.1846,2.45081,1.44263,14.8293,7.695513327153958e-29
ag-0ddad19f04ea,Ba1O3Sn1,5,126.739,82.4841,2.45161,7.688,6.61382,7.633445228650679e-29
ag-238696526848,As8O20,28,105.923,46.8007,2.45216,2.16116,4.22433,3.6139092464382026e-28
ag-3e796af1a673,C1Pt1,2,252.139,66.8829,2.45223,7.02743,15.3362,2.242334084296025e-29
ag-d611e813a85e,Ag2I2,4,25.9388,5.08336,2.45261,0.191901,5.30413,1.4699835422773944e-28
ag-6e985aea105c,N4,4,275.231,238.853,2.45311,47.4827,3.3861,2.747547035722066e-29
ag-5d0a01ae2cd2,Rh4Sn8,12,96.538,40.8926,2.4536,1.66802,8.70469,2.596870368089746e-28
ag-dfe0fcbefecf,Be2Pd6,8,154.477,36.0099,2.45397,1.39383,10.2229,1.0664464734840902e-28
ag-7726f25d86a7,Ag1C1,2,114.983,13.0009,2.4541,0.868197,7.78582,2.556745425800169e-29
ag-7b533fd83fed,Rh1V1,2,162.889,81.3444,2.45437,12.4472,8.90123,2.8700410367916594e-29
ag-9e82ebd6c0ea,Au1Ho1Ni4,6,128.472,66.1587,2.45455,3.74243,11.792,8.402261337108426e-29
ag-a87a4479f2eb,Fe6N2,8,95.6017,44.6445,2.45498,2.61952,6.10596,9.874191284154406e-29
ag-d18edb1550aa,In2Li1Pd1,4,66.25,26.4754,2.45558,1.63892,7.84264,7.2623493903405e-29
ag-4db77c268007,Ag1Cd1Sb1,3,55.6611,5.16666,2.45653,0.209793,7.60374,7.469606455620664e-29
ag-4d366e7f1db5,Ge1O3Pb1,5,157.483,94.415,2.45766,7.38513,9.19954,5.917558254258627e-29
ag-00cdc20a7cbc,Ge1Ni2Zn1,4,154.094,42.8333,2.45813,2.85205,8.98233,4.722172586714408e-29
ag-1638a35ca98e,Ir1V1,2,227.365,121.958,2.45878,17.3302,14.2329,2.8369073669164825e-29
ag-c2384ec3a6ca,Hg1Te1,2,35.2611,13.0427,2.45944,1.19772,7.43623,7.328610280578384e-29
ag-ea83ff99ce49,Au2In1Y1,4,88.7833,21.0687,2.461,1.0512,11.6903,8.4893696226828e-29
ag-aa4d29b13edb,Ge4Pt2,6,103.382,46.2322,2.46153,3.38191,10.3783,1.0891720587461194e-28
ag-756096e33f80,Cd4O14Sb4,22,153.444,82.4811,2.4621,2.9836,6.79017,2.838437296046189e-28
ag-4bdc1c125511,Ba2Pb12Rh6,20,58.6317,26.1828,2.46292,0.75573,10.7012,5.242505185867224e-28
ag-52a92160866b,Ag16Ca6,22,45.5833,15.4785,2.46336,0.311928,6.44537,5.065987322013047e-28
ag-14bfbd7aeac6,Au1Er1Ni4,6,135.511,70.8077,2.46374,3.82708,11.9778,8.304208794481753e-29
ag-506d0ac0d8ad,Cs2I6Pt1,9,7.47222,4.15539,2.46513,0.537885,5.00878,4.052310092125737e-28
ag-0035c52ef4fe,Pt10Se8,18,132.396,46.8773,2.4657,1.33708,12.5892,3.4063922650175006e-28
ag-0a399828945d,Pd6Si3,9,182.861,48.569,2.46685,2.03844,9.37915,1.2796453992850257e-28
ag-e0fc6d7a170c,Cs1I1,2,8.39444,3.6187,2.46685,0.286487,3.56393,1.2105302999925503e-28
ag-47b9ffc0d5db,Ag2F6Rb2,10,42.2735,17.2245,2.46706,0.829701,4.64592,1.789461519483904e-28
ag-5f53eeb11197,Au2Yb1,3,57.4776,18.4869,2.46767,1.05593,14.1327,6.661721011284417e-29
ag-91415caa9055,Ca2In8Pd2,12,54.4923,24.0667,2.46789,0.831256,6.95408,2.89299159737674e-28
ag-0a51a21a7c15,Rh3Th1,4,151.294,56.0797,2.46803,3.94551,11.9118,7.538273580164993e-29
ag-07ca124e3b54,La1Pt5,6,176.72,67.7037,2.46847,3.7594,16.4495,1.1248858481062685e-28
ag-0393c62d375f,Au4In8Na12,24,23.6778,8.23354,2.46855,0.158287,5.13749,6.4071479403452175e-28
ag-93b7c7b0ffaa,Hg8I16,24,4.70954,2.85067,2.46867,0.276021,5.49262,1.098997843202886e-27
ag-cc5e8c89d9a3,Ga9Rb3,12,30.3889,23.4283,2.46881,0.941782,4.72787,3.104501076751333e-28
ag-ce75176bf54e,Pt2Sc1Sn1,4,139.144,27.5803,2.46897,1.47765,12.5084,7.352361991013292e-29
